,date,close,open,high,low,volume,change,time_series,1MA,5MA,12MA,20MA,26MA,60MA,datetime
0,2020年1月6日,323.64,320.49,323.73,320.36,55.76,0.38,1578240000.0,323.64,324.63599999999997,327.69,327.1655,328.51346153846157,304.4115,2020-01-06
1,2020年1月7日,322.73,323.02,323.54,322.24,42.85,-0.28,1578326400.0,322.73,325.498,328.3633333333334,327.4365000000001,329.0434615384616,303.12,2020-01-07
2,2020年1月8日,324.45,322.94,325.78,322.67,68.43,0.53,1578412800.0,324.45,326.442,328.8666666666667,327.943,329.59461538461534,301.9383333333334,2020-01-08
3,2020年1月9日,326.65,326.16,326.73,325.52,48.57,0.68,1578499200.0,326.65,327.19,328.7875,328.41949999999997,330.10038461538466,300.6673333333334,2020-01-09
4,2020年1月10日,325.71,327.29,327.46,325.2,53.06,-0.29,1578585600.0,325.71,328.044,328.80749999999995,328.697,330.48807692307696,299.63750000000005,2020-01-10
5,2020年1月13日,327.95,326.39,327.96,325.92,47.26,0.69,1578844800.0,327.95,329.29200000000003,328.88333333333327,329.14549999999997,330.9738461538461,298.62783333333334,2020-01-13
6,2020年1月14日,327.45,327.47,328.62,326.84,63.04,-0.15,1578931200.0,327.45,329.962,328.86083333333335,329.511,331.32000000000005,297.7291666666667,2020-01-14
7,2020年1月15日,328.19,327.35,329.02,327.26,72.06,0.23,1579017600.0,328.19,330.73999999999995,328.38416666666666,330.0095,331.5519230769231,296.90833333333336,2020-01-15
8,2020年1月16日,330.92,329.7,330.92,329.45,54.05,0.83,1579104000.0,330.92,331.446,328.045,330.45300000000003,331.33,296.0328333333334,2020-01-16
9,2020年1月17日,331.95,331.7,332.18,330.85,95.85,0.31,1579190400.0,331.95,331.01599999999996,327.89,330.78700000000003,330.6273076923077,295.24733333333336,2020-01-17
10,2020年1月21日,331.3,330.9,332.18,330.82,77.74,-0.2,1579536000.0,331.3,329.326,327.96583333333336,331.026,329.84076923076924,294.34416666666664,2020-01-21
11,2020年1月22日,331.34,332.24,332.95,331.17,48.91,0.01,1579622400.0,331.34,328.44399999999996,328.18916666666667,331.37800000000004,328.5411538461539,293.47416666666663,2020-01-22
12,2020年1月23日,331.72,330.63,332.17,329.41,51.96,0.11,1579708800.0,331.72,327.5,328.2608333333333,331.65849999999995,327.19192307692305,292.72916666666663,2020-01-23
13,2020年1月24日,328.77,332.44,332.53,327.36,87.58,-0.89,1579795200.0,328.77,326.692,328.5075,331.7465,326.32153846153847,291.8936666666666,2020-01-24
14,2020年1月27日,323.5,323.03,325.12,322.66,84.06,-1.6,1580054400.0,323.5,325.284,329.04833333333335,331.429,325.22423076923076,290.96483333333333,2020-01-27
15,2020年1月28日,326.89,325.06,327.85,323.6,63.83,1.05,1580140800.0,326.89,325.408,330.2083333333333,330.88649999999996,324.815,290.2248333333334,2020-01-28
16,2020年1月29日,326.62,328.38,328.63,326.4,54.04,-0.08,1580227200.0,326.62,325.842,331.0558333333333,330.117,323.8753846153846,289.428,2020-01-29
17,2020年1月30日,327.68,324.36,327.91,323.54,75.49,0.32,1580313600.0,327.68,327.09000000000003,331.97083333333336,328.6615,322.75384615384615,288.70050000000003,2020-01-30
18,2020年1月31日,321.73,327.0,327.17,320.73,113.85,-1.82,1580400000.0,321.73,328.35,332.725,327.09049999999996,320.6980769230769,288.02333333333337,2020-01-31
19,2020年2月3日,324.12,323.35,326.16,323.22,69.24,0.74,1580659200.0,324.12,330.444,334.1091666666667,326.4585,319.41692307692307,287.42333333333335,2020-02-03
20,2020年2月4日,329.06,328.07,330.01,327.72,62.57,1.52,1580745600.0,329.06,332.55600000000004,335.17833333333334,325.26450000000006,317.50307692307695,286.90816666666666,2020-02-04
21,2020年2月5日,332.86,332.27,333.09,330.67,65.95,1.15,1580832000.0,332.86,333.796,335.5466666666667,324.45449999999994,314.38961538461535,286.26516666666663,2020-02-05
22,2020年2月6日,333.98,333.91,334.19,332.8,50.36,0.34,1580918400.0,333.98,334.708,334.6766666666667,322.93449999999996,311.9457692307692,285.4306666666667,2020-02-06
23,2020年2月7日,332.2,332.82,333.99,331.6,64.14,-0.53,1581004800.0,332.2,335.32399999999996,332.89916666666664,321.10849999999994,308.3253846153846,284.5905,2020-02-07
24,2020年2月10日,334.68,331.23,334.75,331.19,42.07,0.75,1581264000.0,334.68,336.404,331.1741666666667,318.21000000000004,305.2715384615385,283.8236666666666,2020-02-10
25,2020年2月11日,335.26,336.16,337.02,334.68,54.86,0.17,1581350400.0,335.26,336.814,328.07666666666665,315.89700000000005,301.63,282.98316666666665,2020-02-11
26,2020年2月12日,337.42,336.83,337.65,336.43,43.99,0.64,1581436800.0,337.42,337.42999999999995,324.82666666666665,312.852,297.9857692307692,282.1901666666667,2020-02-12
27,2020年2月13日,337.06,335.86,338.12,335.56,54.5,-0.11,1581523200.0,337.06,337.336,322.46583333333336,308.38649999999996,293.80807692307695,281.44049999999993,2020-02-13
28,2020年2月14日,337.6,337.51,337.73,336.2,64.58,0.16,1581609600.0,337.6,336.62,319.39750000000004,304.99949999999995,289.4192307692308,280.69783333333334,2020-02-14
29,2020年2月18日,336.73,336.51,337.67,335.21,57.34,-0.26,1581955200.0,336.73,333.584,317.33583333333337,300.11199999999997,285.78653846153844,279.849,2020-02-18
30,2020年2月19日,338.34,337.79,339.08,337.48,48.82,0.48,1582041600.0,338.34,328.76800000000003,314.4800000000001,295.9155,282.32730769230767,278.93016666666665,2020-02-19
31,2020年2月20日,336.95,337.74,338.64,333.68,74.16,-0.41,1582128000.0,336.95,323.4,311.0733333333333,290.99850000000004,279.3603846153846,278.0406666666667,2020-02-20
32,2020年2月21日,333.48,335.47,335.81,332.58,113.79,-1.03,1582214400.0,333.48,315.51200000000006,305.8466666666667,286.1765000000001,276.1476923076923,277.19616666666667,2020-02-21
33,2020年2月24日,322.42,323.14,333.56,321.24,161.09,-3.32,1582473600.0,322.42,308.068,302.09166666666664,280.9425,273.385,276.55483333333336,2020-02-24
34,2020年2月25日,312.65,323.94,324.61,311.69,218.91,-3.03,1582560000.0,312.65,305.402,298.08666666666664,275.96900000000005,270.8976923076923,276.0473333333333,2020-02-25
35,2020年2月26日,311.5,314.18,318.11,310.7,194.77,-0.37,1582646400.0,311.5,302.91999999999996,292.70833333333337,272.494,268.34000000000003,275.7853333333333,2020-02-26
36,2020年2月27日,297.51,305.46,311.56,297.51,284.35,-4.49,1582732800.0,297.51,303.192,289.1933333333333,269.2585,266.045,275.5083333333333,2020-02-27
37,2020年2月28日,296.26,288.7,297.89,285.54,385.76,-0.42,1582819200.0,296.26,304.18199999999996,284.3883333333334,267.443,264.1480769230769,275.4738333333333,2020-02-28
38,2020年3月2日,309.09,298.21,309.16,294.46,238.7,4.33,1583078400.0,309.09,304.42199999999997,280.7666666666667,265.301,262.9403846153846,275.5208333333333,2020-03-02
39,2020年3月3日,300.24,309.5,313.84,297.57,300.14,-2.86,1583164800.0,300.24,297.45,275.0091666666667,262.929,261.24961538461537,275.42816666666664,2020-03-03
40,2020年3月4日,312.86,306.12,313.1,303.33,176.61,4.2,1583251200.0,312.86,295.086,270.0316666666667,260.80449999999996,260.2415384615385,275.4736666666667,2020-03-04
41,2020年3月5日,302.46,304.98,308.47,300.01,186.37,-3.32,1583337600.0,302.46,287.38599999999997,263.0266666666667,257.46899999999994,258.90846153846155,275.33133333333336,2020-03-05
42,2020年3月6日,297.46,293.15,298.78,290.23,228.67,-1.65,1583424000.0,297.46,276.5160000000001,256.40083333333337,254.93749999999994,257.87769230769226,275.38283333333334,2020-03-06
43,2020年3月9日,274.23,275.3,284.19,273.45,309.42,-7.81,1583683200.0,274.23,270.88800000000003,251.87500000000003,252.47399999999993,257.3519230769231,275.55983333333336,2020-03-09
44,2020年3月10日,288.42,284.64,288.52,273.5,276.44,5.17,1583769600.0,288.42,264.012,249.58833333333334,252.00549999999993,257.4876923076923,276.1923333333333,2020-03-10
45,2020年3月11日,274.36,280.7,281.94,270.88,256.42,-4.87,1583856000.0,274.36,256.888,247.31999999999996,250.84099999999998,257.1292307692308,276.57466666666664,2020-03-11
46,2020年3月12日,248.11,256.0,266.66,247.68,392.22,-9.57,1583942400.0,248.11,250.01600000000002,245.57500000000002,250.82449999999994,257.6015384615385,277.3243333333333,2020-03-12
47,2020年3月13日,269.32,263.09,271.48,248.52,329.57,8.55,1584028800.0,269.32,248.496,246.70333333333335,252.32899999999995,258.8892307692308,278.5758333333334,2020-03-13
48,2020年3月16日,239.85,241.18,256.9,237.36,297.24,-10.94,1584288000.0,239.85,240.392,245.73916666666665,252.64599999999996,259.0323076923077,279.4336666666667,2020-03-16
49,2020年3月17日,252.8,245.04,256.17,237.07,262.07,5.4,1584374400.0,252.8,237.012,246.26416666666668,254.843,260.54192307692307,280.75283333333334,2020-03-17
50,2020年3月18日,240.0,236.25,248.37,228.02,322.58,-5.06,1584460800.0,240.0,235.08200000000002,246.1833333333333,256.091,261.5526923076923,281.5496666666667,2020-03-18
51,2020年3月19日,240.51,239.25,247.38,232.22,281.41,0.21,1584547200.0,240.51,236.44,246.86583333333337,258.046,263.2053846153846,282.61983333333336,2020-03-19
52,2020年3月20日,228.8,242.53,244.47,228.5,335.78,-4.87,1584633600.0,228.8,240.57799999999997,248.895,260.3525000000001,264.99538461538464,283.72883333333334,2020-03-20
53,2020年3月23日,222.95,228.19,229.68,218.26,316.41,-2.56,1584892800.0,222.95,245.502,251.9225,262.9920000000001,267.185,285.1315,2020-03-23
54,2020年3月24日,243.15,234.42,244.1,233.8,230.26,9.06,1584979200.0,243.15,253.24200000000002,256.17916666666673,265.4965,269.88730769230773,286.60999999999996,2020-03-24
55,2020年3月25日,246.79,244.87,256.35,239.75,296.79,1.5,1585065600.0,246.79,256.162,259.09999999999997,267.29400000000004,271.7076923076923,287.7538333333333,2020-03-25
56,2020年3月26日,261.2,249.52,262.8,249.05,254.58,5.84,1585152000.0,261.2,256.034,261.5058333333333,268.90850000000006,273.0923076923077,288.7846666666666,2020-03-26
57,2020年3月27日,253.42,253.27,260.81,251.05,220.44,-2.98,1585238400.0,253.42,254.16,263.3883333333333,269.997,273.9526923076923,289.6083333333333,2020-03-27
58,2020年3月30日,261.65,255.7,262.43,253.53,170.96,3.25,1585497600.0,261.65,253.11399999999998,265.4166666666667,271.67850000000004,275.2130769230769,290.58549999999997,2020-03-30
59,2020年3月31日,257.75,260.56,263.33,256.22,194.88,-1.49,1585584000.0,257.75,253.75600000000003,266.8708333333333,272.88250000000005,276.0823076923077,291.2928333333333,2020-03-31
60,2020年4月1日,246.15,247.98,257.66,243.9,189.56,-4.5,1585670400.0,246.15,255.23200000000003,269.27833333333336,274.65549999999996,277.23346153846154,292.11949999999996,2020-04-01
61,2020年4月2日,251.83,245.19,252.68,244.59,177.66,2.31,1585756800.0,251.83,260.808,272.2316666666666,276.872,279.01384615384615,293.0178333333333,2020-04-02
62,2020年4月3日,248.19,250.76,253.32,245.22,135.56,-1.45,1585843200.0,248.19,266.082,273.99916666666667,278.42,280.57807692307694,293.8949999999999,2020-04-03
63,2020年4月6日,264.86,257.84,267.0,248.17,188.06,6.72,1586102400.0,264.86,271.576,276.575,280.18899999999996,282.05807692307695,294.8978333333333,2020-04-06
64,2020年4月7日,265.13,274.21,275.03,264.89,201.43,0.1,1586188800.0,265.13,275.36199999999997,277.76,281.2554999999999,282.7019230769231,295.6588333333333,2020-04-07
65,2020年4月8日,274.03,267.96,276.0,265.25,153.77,3.36,1586275200.0,274.03,277.88800000000003,279.24666666666667,282.21149999999994,283.46500000000003,296.4438333333333,2020-04-08
66,2020年4月9日,278.2,277.58,281.2,275.47,190.28,1.52,1586361600.0,278.2,278.90200000000004,280.33166666666665,282.89399999999995,283.93615384615384,297.1608333333333,2020-04-09
67,2020年4月13日,275.66,277.14,277.51,271.41,114.84,-0.91,1586707200.0,275.66,280.59,280.9591666666667,283.60599999999994,284.58230769230767,297.7538333333333,2020-04-13
68,2020年4月14日,283.79,280.98,284.9,275.51,134.14,2.95,1586793600.0,283.79,281.77599999999995,282.4216666666667,284.448,285.2096153846154,298.4291666666666,2020-04-14
69,2020年4月15日,277.76,277.57,283.94,275.46,121.78,-2.12,1586880000.0,277.76,279.626,282.9791666666667,284.592,285.71500000000003,298.939,2020-04-15
70,2020年4月16日,279.1,279.15,280.03,275.76,131.8,0.48,1586966400.0,279.1,279.89399999999995,283.3983333333333,284.784,286.3734615384615,299.6028333333333,2020-04-16
71,2020年4月17日,286.64,285.38,287.3,282.4,146.68,2.7,1587052800.0,286.64,279.89,283.7708333333333,285.07750000000004,287.00192307692305,300.1985,2020-04-17
72,2020年4月20日,281.59,282.61,286.79,281.35,100.11,-1.76,1587312000.0,281.59,279.156,283.73333333333335,285.0595,287.4803846153846,300.7365,2020-04-20
73,2020年4月21日,273.04,276.73,278.04,272.02,126.39,-3.04,1587398400.0,273.04,280.248,283.955,285.73,288.3242307692308,301.40749999999997,2020-04-21
74,2020年4月22日,279.1,278.35,281.0,276.91,93.53,2.22,1587484800.0,279.1,282.786,285.175,286.67650000000003,289.47538461538466,302.2033333333333,2020-04-22
75,2020年4月23日,279.08,280.49,283.94,278.75,104.71,-0.01,1587571200.0,279.08,285.608,286.2866666666667,287.56800000000004,290.4453846153846,302.91366666666664,2020-04-23
76,2020年4月24日,282.97,280.73,283.7,278.5,85.17,1.39,1587657600.0,282.97,287.88800000000003,287.405,288.35800000000006,291.46346153846156,303.66766666666666,2020-04-24
77,2020年4月27日,287.05,285.12,288.27,284.62,77.9,1.44,1587916800.0,287.05,287.852,287.71333333333337,288.9815,292.4292307692308,304.3683333333334,2020-04-27
78,2020年4月28日,285.73,291.02,291.4,285.4,105.27,-0.46,1588003200.0,285.73,287.156,287.25916666666666,289.58299999999997,293.39576923076925,305.03183333333334,2020-04-28
79,2020年4月29日,293.21,291.53,294.88,290.41,118.75,2.62,1588089600.0,293.21,287.248,287.1958333333334,290.47299999999996,294.38153846153847,305.6523333333333,2020-04-29
80,2020年4月30日,290.48,291.71,293.32,288.59,122.9,-0.93,1588176000.0,290.48,285.456,286.61833333333334,290.961,295.38653846153846,306.1135,2020-04-30
81,2020年5月1日,282.79,285.31,290.66,281.52,125.18,-2.65,1588262400.0,282.79,284.896,286.99499999999995,291.65299999999996,296.64500000000004,306.65916666666664,2020-05-01
82,2020年5月4日,283.57,280.74,283.9,279.13,80.87,0.28,1588521600.0,283.57,286.826,287.76,292.791,298.10653846153843,307.2988333333333,2020-05-04
83,2020年5月5日,286.19,286.64,289.25,283.71,79.57,0.92,1588608000.0,286.19,288.612,288.87333333333333,294.0165,299.46923076923076,307.9913333333333,2020-05-05
84,2020年5月6日,284.25,288.04,288.46,283.78,73.63,-0.68,1588694400.0,284.25,288.708,289.5975,295.31600000000003,300.02384615384614,308.6208333333333,2020-05-06
85,2020年5月7日,287.68,287.75,289.78,287.13,75.25,1.21,1588780800.0,287.68,288.178,290.53,296.67150000000004,300.79153846153844,309.3253333333333,2020-05-07
86,2020年5月8日,292.44,291.09,292.95,289.86,76.62,1.65,1588867200.0,292.44,287.636,291.48,298.2545,301.53653846153844,310.0105,2020-05-08
87,2020年5月11日,292.5,290.34,294.0,289.88,79.51,0.02,1589126400.0,292.5,286.40400000000005,292.4041666666667,299.7925,302.32576923076925,310.6375,2020-05-11
88,2020年5月12日,286.67,293.79,294.24,286.52,95.87,-1.99,1589212800.0,286.67,286.904,293.2766666666667,301.207,303.0626923076923,311.29766666666666,2020-05-12
89,2020年5月13日,281.6,286.02,287.17,279.0,144.72,-1.77,1589299200.0,281.6,287.964,294.7475,302.82349999999997,304.0284615384615,312.09200000000004,2020-05-13
90,2020年5月14日,284.97,278.79,285.03,276.39,121.98,1.2,1589385600.0,284.97,291.03000000000003,296.7433333333334,303.774,305.0684615384615,312.9748333333334,2020-05-14
91,2020年5月15日,286.28,282.38,286.28,281.38,111.15,0.46,1589472000.0,286.28,293.012,298.6691666666667,304.736,306.055,313.81816666666674,2020-05-15
92,2020年5月18日,295.0,292.87,296.6,292.75,120.32,3.05,1589731200.0,295.0,294.84400000000005,300.82750000000004,305.7745,307.04615384615386,314.59350000000006,2020-05-18
93,2020年5月19日,291.97,294.32,296.19,291.97,95.19,-1.03,1589817600.0,291.97,295.65999999999997,302.19083333333333,306.6725,307.39576923076925,315.3008333333333,2020-05-19
94,2020年5月20日,296.93,295.86,297.86,295.59,85.86,1.7,1589904000.0,296.93,297.972,304.47166666666664,307.65700000000004,307.9873076923077,316.04850000000005,2020-05-20
95,2020年5月21日,294.88,296.71,297.67,293.7,78.29,-0.69,1589990400.0,294.88,299.17999999999995,306.6608333333333,308.3995,308.1073076923077,316.7136666666667,2020-05-21
96,2020年5月22日,295.44,294.57,295.63,293.22,63.96,0.19,1590076800.0,295.44,301.068,308.82,309.0875,308.4757692307693,317.4308333333334,2020-05-22
97,2020年5月26日,299.08,302.18,302.18,298.73,88.95,1.23,1590422400.0,299.08,303.09,310.7833333333333,309.8465,308.9726923076923,318.15083333333337,2020-05-26
98,2020年5月27日,303.53,302.08,303.53,296.9,104.82,1.49,1590508800.0,303.53,304.89,310.9108333333333,310.495,309.4126923076923,318.7866666666667,2020-05-27
99,2020年5月28日,302.97,304.76,306.8,302.29,90.77,-0.18,1590595200.0,302.97,306.62,310.96750000000003,310.523,309.7473076923077,319.3658333333333,2020-05-28
100,2020年5月29日,304.32,302.46,304.96,299.47,119.27,0.45,1590681600.0,304.32,308.29800000000006,311.30750000000006,310.742,310.2888461538461,319.97433333333333,2020-05-29
101,2020年6月1日,305.55,303.6,306.2,303.07,56.78,0.4,1590940800.0,305.55,311.302,312.02750000000003,310.52850000000007,310.6526923076923,320.61766666666665,2020-06-01
102,2020年6月2日,308.08,306.54,308.1,305.14,74.27,0.83,1591027200.0,308.08,314.832,312.5366666666667,310.47400000000005,311.0615384615384,321.2605,2020-06-02
103,2020年6月3日,312.18,310.33,313.16,309.96,92.57,1.33,1591113600.0,312.18,317.37399999999997,312.84499999999997,310.488,311.30384615384617,321.9186666666666,2020-06-03
104,2020年6月4日,311.36,311.06,313.0,309.1,75.79,-0.26,1591200000.0,311.36,318.738,312.55,310.40500000000003,311.5119230769231,322.52116666666666,2020-06-04
105,2020年6月5日,319.34,317.23,321.27,317.16,150.52,2.56,1591286400.0,319.34,316.588,312.4883333333333,310.44849999999997,311.64576923076925,323.17483333333337,2020-06-05
106,2020年6月8日,323.2,320.22,323.27,319.63,73.64,1.21,1591545600.0,323.2,313.562,311.8808333333333,310.33399999999995,311.6296153846154,323.6743333333334,2020-06-08
107,2020年6月9日,320.79,320.3,322.36,319.38,77.48,-0.75,1591632000.0,320.79,310.332,310.28833333333336,309.863,311.5776923076923,324.1643333333334,2020-06-09
108,2020年6月10日,319.0,321.53,322.38,318.25,95.0,-0.56,1591718400.0,319.0,308.76599999999996,309.16833333333335,309.63250000000005,311.5776923076923,324.77950000000004,2020-06-10
109,2020年6月11日,300.61,310.95,312.03,300.04,209.24,-5.76,1591804800.0,300.61,307.298,307.5891666666667,309.4015,311.68230769230775,325.21933333333334,2020-06-11
110,2020年6月12日,304.21,308.24,309.08,298.6,194.68,1.2,1591891200.0,304.21,309.53200000000004,307.91,310.2505,312.59423076923076,325.91866666666664,2020-06-12
111,2020年6月15日,307.05,298.03,308.23,296.77,135.78,0.93,1592150400.0,307.05,310.418,308.2558333333334,310.78200000000004,313.3942307692308,326.402,2020-06-15
112,2020年6月16日,312.96,315.34,315.61,307.93,137.63,1.92,1592236800.0,312.96,311.13199999999995,308.545,311.37550000000005,314.1561538461538,326.9476666666667,2020-06-16
113,2020年6月17日,311.66,314.04,314.37,311.04,83.4,-0.42,1592323200.0,311.66,310.95,308.4841666666667,311.82000000000005,314.54076923076923,327.29650000000004,2020-06-17
114,2020年6月18日,311.78,309.93,312.27,309.61,80.83,0.04,1592409600.0,311.78,309.436,308.93333333333334,312.27650000000006,314.8953846153846,327.6698333333334,2020-06-18
115,2020年6月19日,308.64,314.17,314.38,306.53,135.55,-1.01,1592496000.0,308.64,308.55,309.09999999999997,312.7735,315.33538461538467,328.11449999999996,2020-06-19
116,2020年6月22日,310.62,307.95,311.04,306.81,74.65,0.64,1592755200.0,310.62,306.832,309.72833333333335,313.5575,315.8173076923077,328.64,2020-06-22
117,2020年6月23日,312.05,313.42,314.46,311.62,68.47,0.46,1592841600.0,312.05,305.6,310.04166666666663,314.277,316.37500000000006,329.1099999999999,2020-06-23
118,2020年6月24日,304.09,309.78,310.48,302.13,132.81,-2.55,1592928000.0,304.09,304.86199999999997,310.5033333333333,315.01750000000004,316.83307692307693,329.5064999999999,2020-06-24
119,2020年6月25日,307.35,303.28,307.61,301.34,89.47,1.07,1593014400.0,307.35,306.148,311.3991666666667,315.96099999999996,317.69576923076926,329.94916666666666,2020-06-25
120,2020年6月26日,300.05,306.16,306.39,299.42,127.96,-2.38,1593100800.0,300.05,307.12399999999997,312.3633333333334,316.6375,318.5203846153846,330.2761666666667,2020-06-26
121,2020年6月29日,304.46,301.41,304.46,299.04,79.77,1.47,1593360000.0,304.46,310.524,314.18,317.796,319.67461538461544,330.7803333333333,2020-06-29
122,2020年6月30日,308.36,303.95,310.16,303.85,113.39,1.28,1593446400.0,308.36,312.38800000000003,315.54083333333335,318.6315000000001,320.73807692307696,331.08333333333337,2020-06-30
123,2020年7月1日,310.52,309.53,311.86,309.1,72.4,0.7,1593532800.0,310.52,313.952,316.65416666666664,319.46950000000004,321.73692307692306,331.33566666666667,2020-07-01
